epoch,train_loss,valid_loss,error_rate,time
0,2.3075032234191895,1.524488091468811,0.45516303181648254,00:45
1,1.831939935684204,1.1834168434143066,0.36820653080940247,00:46
2,1.362796425819397,0.9690864682197571,0.30298912525177,00:46
3,0.9704708456993103,0.8110285997390747,0.24320651590824127,00:46
4,0.6921548843383789,0.7476639747619629,0.22146739065647125,00:46
5,0.5587889552116394,0.730735719203949,0.21195651590824127,00:46
